"REGISTRACIJA";"Enagal&#174;";"abirateron";"R";"film tableta; 500mg; blister, 6x10kom";"515-01-03747-21-001";"2022-12-23";"2027-12-23";"REMEDICA LTD - Kipar ";"GALENIKA AD BEOGRAD";"L02BX03";"8608808190972";"1039094";"Humani lekovi";"461363";"/";"";"25898";"3226";
"OBNOVA";"ZYTIGA&#174;";"abirateron";"R";"tableta; 250mg; boca, 1x120kom";"515-01-00793-17-001";"2017-10-17";"2022-10-17";"JANSSEN CILAG S.P.A. - Italija ";"PREDSTAVNI&#352;TVO JANSSEN-CILAG KFT BEOGRAD";"L02BX03";"8606102804625";"1039721";"Humani lekovi";"384705";"/";"";"30603";"20749";
"OBNOVA";"Aflamil&#174;";"aceklofenak";"R";"film tableta; 100mg; blister, 2x10kom";"515-01-03765-20-001";"2021-09-10";"2071-09-10";"GEDEON RICHTER PLC - Ma&#273;arska u saradnji sa ALMIRALL S.A., &#352;panija";"PREDSTAVNI&#352;TVO RICHTER GEDEON NYRT";"M01AB16";"5997001315194";"1162555";"Humani lekovi";"442184";"35911";"u saradnji sa";"1072";"13589";
"REGISTRACIJA";"Flenako&#174;";"aceklofenak";"R";"film tableta; 100mg; blister, 2x10kom";"515-01-00950-17-001";"2018-06-25";"2023-06-25";"RIVOPHARM SA - &#352;vajcarska ";"ZENTIVA PHARMA D.O.O.";"M01AB16";"5450557012165";"1162553";"Humani lekovi";"394581";"/";"";"2854";"18238";
"OBNOVA";"Rantudil&#174; forte";"acemetacin";"R";"kapsula, tvrda; 60mg; blister, 2x10kom";"515-01-03000-16-001";"2017-09-19";"2022-09-19";"MADAUS GMBH - Nema&#269;ka ";"VIATRIS HEALTHCARE D.O.O.";"M01AB11";"4019338608914";"1163140";"Humani lekovi";"433947";"/";"";"35066";"35340";
"REGISTRACIJA";"Rantudil&#174; forte";"acemetacin";"R";"kapsula, tvrda; 60mg; blister, 2x10kom";"515-01-03000-16-001";"2017-09-19";"2022-09-19";"MADAUS GMBH - Nema&#269;ka ";"PREDSTAVNI&#352;TVO BGP PRODUCTS SWITZERLAND GMBH BEOGRAD-NOVI BEOGRAD";"M01AB11";"4019338608914";"1163140";"Humani lekovi";"433947";"/";"";"35066";"26491";
"OBNOVA";"Acenokumarol UNION";"acenokumarol";"R";"tableta; 4mg; blister, 3x10kom";"515-01-03847-19-001";"2020-04-16";"2025-04-16";"UNION-MEDIC D.O.O. NOVI SAD - Republika Srbija ";"UNION-MEDIC D.O.O. NOVI SAD";"B01AA07";"8606106915662";"1063221";"Humani lekovi";"422403";"/";"";"22246";"20894";
"OBNOVA";"ACC&#174; Kids";"acetilcistein";"BR";"oralni rastvor; 20mg/mL; boca staklena, 1x100mL";"515-01-01716-17-001";"2017-12-11";"2022-12-11";"SALUTAS PHARMA GMBH - Nema&#269;ka ";"PREDSTAVNI&#352;TVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD";"R05CB01";"8606010892745";"2112400";"Humani lekovi";"387708";"/";"";"7094";"9575";
"OBNOVA";"ACC&#174; akut 600";"acetilcistein";"BR";"&#353;ume&#263;a tableta; 600mg; kesica, 10x1kom";"515-01-04742-19-001";"2020-10-06";"2025-10-06";"LEK FARMACEVTSKA DRU&#381;BA D.D. - Slovenija ";"PREDSTAVNI&#352;TVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD";"R05CB01";"8606010892592";"1112406";"Humani lekovi";"426620";"/";"";"1104";"9575";
"OBNOVA";"ACC&#174; akut 600";"acetilcistein";"BR";"&#353;ume&#263;a tableta; 600mg; kesica, 10x1kom";"515-01-04742-19-001";"2020-10-06";"2025-10-06";"SALUTAS PHARMA GMBH - Nema&#269;ka ";"PREDSTAVNI&#352;TVO SANDOZ PHARMACEUTICALS D.D. BEOGRAD";"R05CB01";"8606010892592";"1112406";"Humani lekovi";"426618";"/";"";"7094";"9575";
"OBNOVA";"Fluimucil&#174;";"acetilcistein";"Z";"rastvor za injekciju; 300mg/3mL; ampula, 5x3mL";"515-01-04439-19-001";"2020-10-09";"2070-10-09";"ZAMBON S.P.A. - Italija ";"BONIFAR DOO NOVI BEOGRAD";"R05CB01";"8606103110138";"0112213";"Humani lekovi";"427399";"/";"";"2235";"2261";
"REGISTRACIJA";"Fluimucil&#174;";"acetilcistein";"BR";"granule za oralni rastvor; 600mg; kesica, 10x3g";"515-01-01696-18-002";"2020-02-05";"2025-02-05";"ZAMBON SWITZERLAND LTD - &#352;vajcarska ";"BONIFAR DOO NOVI BEOGRAD";"R05CB01";"8606103110442";"3112212";"Humani lekovi";"418814";"/";"";"2935";"2261";
